,Athlete,Age,Year,Closing Ceremony Date,Gold Medals,Silver Medals,Bronze Medals,Total Medals
7184,Kaeo Pongprayoon,32,2012,08/12/2012,0,1,0,1
7185,Tervel Pulev,29,2012,08/12/2012,0,0,1,1
7186,Robeisy Ramírez,18,2012,08/12/2012,1,0,0,1
7187,Ren Cancan,24,2012,08/12/2012,0,1,0,1
7188,Clemente Russo,30,2012,08/12/2012,0,1,0,1
7189,Serik Sapiyev,28,2012,08/12/2012,1,0,0,1
7190,Taras Shelestiuk,26,2012,08/12/2012,0,0,1,1
7191,Claressa Shields,17,2012,08/12/2012,1,0,0,1
7192,Satoshi Shimizu,26,2012,08/12/2012,0,0,1,1
7193,Katie Taylor,26,2012,08/12/2012,1,0,0,1
7194,Yasnier Toledo,22,2012,08/12/2012,0,0,1,1
7195,Nadezhda Torlopova,33,2012,08/12/2012,0,1,0,1
7196,Uranchimegiin Mönkh-Erdene,30,2012,08/12/2012,0,0,1,1
7197,Oleksandr Usik,25,2012,08/12/2012,1,0,0,1
7198,Marina Volnova,23,2012,08/12/2012,0,0,1,1
7199,Andrey Zamkovoy,25,2012,08/12/2012,0,0,1,1
7200,Zou Shiming,31,2012,08/12/2012,1,0,0,1
7201,Osmay Acosta,23,2008,08/24/2008,0,0,1,1
7202,Georgiy Balakshin,28,2008,08/24/2008,0,0,1,1
7203,Carlos Banteux,21,2008,08/24/2008,0,1,0,1
7204,Paddy Barnes,21,2008,08/24/2008,0,0,1,1
7205,Manus Boonjumnong,28,2008,08/24/2008,0,1,0,1
7206,Roberto Cammarelle,28,2008,08/24/2008,1,0,0,1
7207,Rakhim Chakhkiyev,25,2008,08/24/2008,1,0,0,1
7208,Emilio Correa Jr.,22,2008,08/24/2008,0,1,0,1
7209,James DeGale,22,2008,08/24/2008,1,0,0,1
7210,Félix Díaz,24,2008,08/24/2008,1,0,0,1
7211,Khédafi Djelkhir,24,2008,08/24/2008,0,1,0,1
7212,Kenny Egan,26,2008,08/24/2008,0,1,0,1
7213,Enkhbatyn Badar-Uugan,23,2008,08/24/2008,1,0,0,1
7214,Vaeceslav Gojan,25,2008,08/24/2008,0,0,1,1
7215,Hanati Silamu,23,2008,08/24/2008,0,0,1,1
7216,Yampier Hernández,23,2008,08/24/2008,0,0,1,1
7217,V'iacheslav Hlazkov,23,2008,08/24/2008,0,0,1,1
7218,Roniel Iglesias,19,2008,08/24/2008,0,0,1,1
7219,Sahin Imranov,27,2008,08/24/2008,0,0,1,1
7220,Hrachik Javakhyan,24,2008,08/24/2008,0,0,1,1
7221,Tony Jeffries,23,2008,08/24/2008,0,0,1,1
7222,Somjit Jongjohor,33,2008,08/24/2008,1,0,0,1
7223,Bruno Julie,30,2008,08/24/2008,0,0,1,1
7224,Yakup Kiliç,22,2008,08/24/2008,0,0,1,1
7225,Kim Jeong-Ju,26,2008,08/24/2008,0,0,1,1
7226,Andry Laffita,30,2008,08/24/2008,0,1,0,1
7227,Yankiel León,26,2008,08/24/2008,0,1,0,1
7228,Vasyl Lomachenko,20,2008,08/24/2008,1,0,0,1
7229,Vincenzo Picardi,24,2008,08/24/2008,0,0,1,1
7230,David Price,25,2008,08/24/2008,0,0,1,1
7231,Pürevdorjin Serdamba,23,2008,08/24/2008,0,1,0,1
7232,Clemente Russo,26,2008,08/24/2008,0,1,0,1
7233,Bakhyt Sarsekbayev,26,2008,08/24/2008,1,0,0,1
7234,Yerkebulan Shynaliyev,20,2008,08/24/2008,0,0,1,1
7235,Vijender Singh,22,2008,08/24/2008,0,0,1,1
7236,Daouda Sow,25,2008,08/24/2008,0,1,0,1
7237,Darren Sutherland,26,2008,08/24/2008,0,0,1,1
7238,Aleksey Tishchenko,24,2008,08/24/2008,1,0,0,1
7239,Yordenis Ugás,22,2008,08/24/2008,0,0,1,1
7240,Alexis Vastine,21,2008,08/24/2008,0,0,1,1
7241,Deontay Wilder,22,2008,08/24/2008,0,0,1,1
7242,Zhang Xiaoping,26,2008,08/24/2008,1,0,0,1
7243,Zhang Zhilei,25,2008,08/24/2008,0,1,0,1
7244,Zou Shiming,27,2008,08/24/2008,1,0,0,1
7245,Mohamed Aly,29,2004,08/29/2004,0,1,0,1
7246,Lorenzo Aragon,30,2004,08/29/2004,0,1,0,1
7247,Magomed Aripgadzhiyev,26,2004,08/29/2004,0,1,0,1
7248,Bakhtiyar Artayev,21,2004,08/29/2004,1,0,0,1
7249,Fuad Aslanov,21,2004,08/29/2004,0,0,1,1
7250,Yan Barthelemí,24,2004,08/29/2004,1,0,0,1
7251,Manus Boonjumnong,24,2004,08/29/2004,1,0,0,1
7252,Roberto Cammarelle,24,2004,08/29/2004,0,0,1,1
7253,Andre Dirrell,21,2004,08/29/2004,0,0,1,1
7254,Mohamed El-Sayed,31,2004,08/29/2004,0,0,1,1
7255,Naser El-Shami,22,2004,08/29/2004,0,0,1,1
7256,Yuriorkis Gamboa,22,2004,08/29/2004,1,0,0,1
7257,Gaydarbek Gaydarbekov,27,2004,08/29/2004,1,0,0,1
7258,Boris Georgiev,21,2004,08/29/2004,0,0,1,1
7259,Ionut Gheorghe,20,2004,08/29/2004,0,0,1,1
7260,Gennady Golovkin,22,2004,08/29/2004,0,1,0,1
7261,Ahmed Ismail,28,2004,08/29/2004,0,0,1,1
7262,Jo Seok-Hwan,24,2004,08/29/2004,0,0,1,1
7263,Yudel Johnson,23,2004,08/29/2004,0,1,0,1
7264,Sergey Kazakov,28,2004,08/29/2004,0,0,1,1
7265,Amir Khan,17,2004,08/29/2004,0,1,0,1
7266,Utkirbek Khaydarov,30,2004,08/29/2004,0,0,1,1
7267,Murat Khrachov,21,2004,08/29/2004,0,0,1,1
7268,Kim Jeong-Ju,22,2004,08/29/2004,0,0,1,1
7269,Kim Song-Guk,20,2004,08/29/2004,0,1,0,1
7270,Mario Kindelán,33,2004,08/29/2004,1,0,0,1
7271,Michel López,27,2004,08/29/2004,0,0,1,1
7272,Agasi M?mm?dov,24,2004,08/29/2004,0,0,1,1
7273,Worapoj Petchkoom,23,2004,08/29/2004,0,1,0,1
7274,Aleksandr Povetkin,24,2004,08/29/2004,1,0,0,1
7275,Suriya Prasathinphimai,24,2004,08/29/2004,0,0,1,1
7276,Rustam Rahimov,29,2004,08/29/2004,0,0,1,1
7277,Guillermo Rigondeaux,23,2004,08/29/2004,1,0,0,1
7278,Oleg Saitov,30,2004,08/29/2004,0,0,1,1
7279,Odlanier Solís,24,2004,08/29/2004,1,0,0,1
7280,Bakhodirdzhon Sultanov,19,2004,08/29/2004,0,0,1,1
7281,Vitali Tajbert,22,2004,08/29/2004,0,0,1,1
7282,Jérôme Thomas,25,2004,08/29/2004,0,1,0,1
7283,Aleksey Tishchenko,20,2004,08/29/2004,1,0,0,1
7284,André Ward,20,2004,08/29/2004,1,0,0,1
7285,Atagün Yalçinkaya,17,2004,08/29/2004,0,1,0,1
7286,Serik Yeleuov,23,2004,08/29/2004,0,0,1,1
7287,Zou Shiming,23,2004,08/29/2004,0,0,1,1
7288,Viktor Zuyev,21,2004,08/29/2004,0,1,0,1
7289,Mukhammad Kadyr Abdullayev,26,2000,10/01/2000,1,0,0,1
7290,Mohamed Allalou,26,2000,10/01/2000,0,0,1,1
7291,Brahim Asloum,21,2000,10/01/2000,1,0,0,1
7292,Cristian Bejarano,19,2000,10/01/2000,0,0,1,1
7293,Vladimir Ch'ant'uria,22,2000,10/01/2000,0,0,1,1
7294,Serhiy Danylchenko,26,2000,10/01/2000,0,0,1,1
7295,Mukhtarkhan Dildabekov,24,2000,10/01/2000,0,1,0,1
7296,Serhiy Dotsenko,21,2000,10/01/2000,0,1,0,1
7297,Kamil Dzhamaludinov,21,2000,10/01/2000,0,0,1,1
7298,Zsolt Erdei,26,2000,10/01/2000,0,0,1,1
7299,Andriy Fedchuk,20,2000,10/01/2000,0,0,1,1
7300,Gaydarbek Gaydarbekov,23,2000,10/01/2000,0,1,0,1
7301,Vitalie Grusac,23,2000,10/01/2000,0,0,1,1
7302,Jorge Gutiérrez,25,2000,10/01/2000,1,0,0,1
7303,Audley Harrison,28,2000,10/01/2000,1,0,0,1
7304,Sultan-Akhmed Ibragimov,25,2000,10/01/2000,0,1,0,1
7305,Yermakhan Ibraimov,28,2000,10/01/2000,1,0,0,1
7306,Ricardo Juarez,20,2000,10/01/2000,0,1,0,1
7307,Kim Un-Chol,20,2000,10/01/2000,0,0,1,1
7308,Mario Kindelán,29,2000,10/01/2000,1,0,0,1
7309,Sebastian Köber,21,2000,10/01/2000,0,0,1,1
7310,Andriy Kotelnyk,22,2000,10/01/2000,0,1,0,1
7311,Rudi Kraj,22,2000,10/01/2000,0,1,0,1
7312,Aleksandr Lebzyak,31,2000,10/01/2000,1,0,0,1
7313,Rafael Lozano,30,2000,10/01/2000,0,1,0,1
7314,Diógenes Luña,23,2000,10/01/2000,0,0,1,1
7315,Raimkul Malakhbekov,26,2000,10/01/2000,0,1,0,1
7316,Aleksandr Maletin,25,2000,10/01/2000,0,0,1,1
7317,Sergey Mikhaylov,24,2000,10/01/2000,0,0,1,1
7318,Wijan Ponlid,24,2000,10/01/2000,1,0,0,1
7319,Guillermo Rigondeaux,19,2000,10/01/2000,1,0,0,1
7320,Maikro Romero,27,2000,10/01/2000,0,0,1,1
7321,Rustam Saidov,22,2000,10/01/2000,0,0,1,1
7322,Oleg Saitov,26,2000,10/01/2000,1,0,0,1
7323,Bekzat Sattarkhanov,20,2000,10/01/2000,1,0,0,1
7324,Félix Savón,32,2000,10/01/2000,1,0,0,1
7325,Dorel Simion,23,2000,10/01/2000,0,0,1,1
7326,Marian Simion,25,2000,10/01/2000,0,1,0,1
7327,Volodymyr Sydorenko,23,2000,10/01/2000,0,0,1,1
7328,Tahar Tamsamani,20,2000,10/01/2000,0,0,1,1
7329,Jermain Taylor,22,2000,10/01/2000,0,0,1,1
7330,Jérôme Thomas,21,2000,10/01/2000,0,0,1,1
7331,Pornchai Thongburan,26,2000,10/01/2000,0,0,1,1
7332,Paolo Vidoz,30,2000,10/01/2000,0,0,1,1
7333,Clarence Vinson,22,2000,10/01/2000,0,0,1,1
7334,Ricardo Williams Jr.,19,2000,10/01/2000,0,1,0,1
7335,Bolat Zhumadilov,27,2000,10/01/2000,0,1,0,1
7336,Vüqar Mursal ?l?kb?rov,19,2000,10/01/2000,0,0,1,1
7337,Richy Adjei,27,2010,02/28/2010,0,1,0,1
7338,David Bissett,30,2010,02/28/2010,0,0,1,1
7339,Lascelles Brown,35,2010,02/28/2010,0,0,1,1
7340,Shelley-Ann Brown,29,2010,02/28/2010,0,1,0,1
7341,Thomas Florschütz,32,2010,02/28/2010,0,1,0,1
7342,Steve Holcomb,29,2010,02/28/2010,1,0,0,1
7343,Kaillie Humphries,24,2010,02/28/2010,1,0,0,1
7344,Chris le Bihan,32,2010,02/28/2010,0,0,1,1
7345,Steve Mesler,31,2010,02/28/2010,1,0,0,1
7346,Elana Meyers,25,2010,02/28/2010,0,0,1,1
7347,Heather Moyse,31,2010,02/28/2010,1,0,0,1
7348,Justin Olsen,22,2010,02/28/2010,1,0,0,1
7349,Erin Pac,29,2010,02/28/2010,0,0,1,1
7350,Martin Putze,25,2010,02/28/2010,0,1,0,1
7351,Alexander Rödiger,24,2010,02/28/2010,0,1,0,1
7352,Lyndon Rush,29,2010,02/28/2010,0,0,1,1
7353,Curt Tomasevicz,29,2010,02/28/2010,1,0,0,1
7354,Helen Upperton,30,2010,02/28/2010,0,1,0,1
7355,Aleksey Voyevoda,29,2010,02/28/2010,0,0,1,1
7356,Aleksandr Zubkov,35,2010,02/28/2010,0,0,1,1
7357,Lascelles Brown,31,2006,02/26/2006,0,1,0,1
7358,Valerie Fleming,29,2006,02/26/2006,0,1,0,1
7359,Cédric Grand,30,2006,02/26/2006,0,0,1,1
7360,René Hoppe,29,2006,02/26/2006,1,0,0,1
7361,Jennifer Isacco,28,2006,02/26/2006,0,0,1,1
7362,Thomas Lamparter,27,2006,02/26/2006,0,0,1,1
7363,Pierre Lueders,35,2006,02/26/2006,0,1,0,1
7364,Sandra Prokoff-Kiriasis,31,2006,02/26/2006,1,0,0,1
7365,Martin Putze,21,2006,02/26/2006,1,0,0,1
7366,Shauna Rohbock,28,2006,02/26/2006,0,1,0,1
7367,Anja Schneiderheinze,27,2006,02/26/2006,1,0,0,1
7368,Aleksey Seliverstov,29,2006,02/26/2006,0,1,0,1
7369,Aleksey Voyevoda,25,2006,02/26/2006,0,1,0,1
7370,Gerda Weissensteiner,37,2006,02/26/2006,0,0,1,1
7371,Filipp Yegorov,27,2006,02/26/2006,0,1,0,1
7372,Aleksandr Zubkov,31,2006,02/26/2006,0,1,0,1
7373,Steve Anderhub,31,2002,02/24/2002,0,1,0,1
7374,Martin Annen,28,2002,02/24/2002,0,0,1,1
7375,Jill Bakken,25,2002,02/24/2002,1,0,0,1
7376,Carsten Embach,33,2002,02/24/2002,1,0,0,1
7377,Susi Erdmann,34,2002,02/24/2002,0,0,1,1
7378,Vonetta Flowers,28,2002,02/24/2002,1,0,0,1
7379,Todd Hays,32,2002,02/24/2002,0,1,0,1
7380,Beat Hefti,24,2002,02/24/2002,0,0,1,1
7381,Nicole Herschmann,26,2002,02/24/2002,0,0,1,1
7382,Garrett Hines,32,2002,02/24/2002,0,1,0,1
7383,Ulrike Holzner,33,2002,02/24/2002,0,1,0,1
7384,Randy Jones,32,2002,02/24/2002,0,1,0,1
7385,Mike Kohn,29,2002,02/24/2002,0,0,1,1
7386,Enrico Kühn,24,2002,02/24/2002,1,0,0,1
7387,Kevin Kuske,23,2002,02/24/2002,1,0,0,1
7388,André Lange,28,2002,02/24/2002,1,0,0,1
7389,Christoph Langen,39,2002,02/24/2002,1,0,0,1
7390,Sandra Prokoff-Kiriasis,27,2002,02/24/2002,0,1,0,1
7391,Christian Reich,34,2002,02/24/2002,0,1,0,1
7392,Bill Schuffenhauer,28,2002,02/24/2002,0,1,0,1
7393,Doug Sharp,32,2002,02/24/2002,0,0,1,1
7394,Brian Shimer,39,2002,02/24/2002,0,0,1,1
7395,Dan Steele,32,2002,02/24/2002,0,0,1,1
7396,Markus Zimmermann,37,2002,02/24/2002,1,0,0,1
7397,Sandrine Bailly,30,2010,02/28/2010,0,1,0,1
7398,Sylvie Becaert,34,2010,02/28/2010,0,1,0,1
7399,Tora Berger,28,2010,02/28/2010,1,0,0,1
7400,Anna Bogaly-Titovets,30,2010,02/28/2010,1,0,0,1
7401,Tarjei Bø,21,2010,02/28/2010,1,0,0,1
7402,Ivan Cherezov,29,2010,02/28/2010,0,0,1,1
7403,Maksim Chudov,27,2010,02/28/2010,0,0,1,1
7404,Darya Domracheva,23,2010,02/28/2010,0,0,1,1
7405,Simon Eder,27,2010,02/28/2010,0,1,0,1
7406,Jakov Fak,22,2010,02/28/2010,0,0,1,1
7407,Björn Ferry,31,2010,02/28/2010,1,0,0,1
7408,Martin Fourcade,21,2010,02/28/2010,0,1,0,1
7409,Martina Glagow-Beck,30,2010,02/28/2010,0,0,1,1
7410,Halvard Hanevold,40,2010,02/28/2010,1,0,0,1
7411,Andrea Henkel,32,2010,02/28/2010,0,0,1,1
7412,Pavol Hurajt,32,2010,02/28/2010,0,0,1,1
7413,Yelena Khrustalyova,29,2010,02/28/2010,0,1,0,1
7414,Dominik Landertinger,22,2010,02/28/2010,0,1,0,1
7415,Daniel Mesotitsch,33,2010,02/28/2010,0,1,0,1
7416,Sergey Novikov,30,2010,02/28/2010,0,1,0,1
7417,Olga Pylyova-Medvedtseva,34,2010,02/28/2010,1,0,0,1
7418,Anton Shipulin,22,2010,02/28/2010,0,0,1,1
7419,Svetlana Sleptsova,23,2010,02/28/2010,1,0,0,1
7420,Kati Wilhelm,33,2010,02/28/2010,0,0,1,1
7421,Frode Andresen,32,2006,02/26/2006,0,0,1,1
7422,Katrin Apel,32,2006,02/26/2006,0,1,0,1
7423,Sandrine Bailly,26,2006,02/26/2006,0,0,1,1
7424,Sylvie Becaert,30,2006,02/26/2006,0,0,1,1
7425,Anna Bogaly-Titovets,26,2006,02/26/2006,1,0,0,1
7426,Ferréol Cannard,27,2006,02/26/2006,0,0,1,1
7427,Sergey Chepikov,39,2006,02/26/2006,0,1,0,1
7428,Ivan Cherezov,25,2006,02/26/2006,0,1,0,1
7429,Uschi Disl,35,2006,02/26/2006,0,0,1,1
7430,Ricco Groß,35,2006,02/26/2006,1,0,0,1
7431,Andrea Henkel,28,2006,02/26/2006,0,1,0,1
7432,Nikolay Kruglov,24,2006,02/26/2006,0,1,0,1
7433,Delphine Peretto,24,2006,02/26/2006,0,0,1,1
7434,Raphaël Poirée,31,2006,02/26/2006,0,0,1,1
7435,Julien Robert,31,2006,02/26/2006,0,0,1,1
7436,Michael Rösch,22,2006,02/26/2006,1,0,0,1
7437,Pavel Rostovtsev,34,2006,02/26/2006,0,1,0,1
7438,Tomasz Sikora,32,2006,02/26/2006,0,1,0,1
7439,Liliya Yefremova,28,2006,02/26/2006,0,0,1,1
7440,Olga Zaytseva,27,2006,02/26/2006,1,0,0,1
7441,Albina Akhatova,25,2002,02/24/2002,0,0,1,1
7442,Gunn Margit Andreassen,28,2002,02/24/2002,0,1,0,1
7443,Frode Andresen,28,2002,02/24/2002,1,0,0,1
7444,Katrin Apel,28,2002,02/24/2002,1,0,0,1
7445,Vincent Defrasne,24,2002,02/24/2002,0,0,1,1
7446,Egil Gjelland,28,2002,02/24/2002,1,0,0,1
7447,Halvard Hanevold,32,2002,02/24/2002,1,0,0,1
7448,Svetlana Ishmuratova,29,2002,02/24/2002,0,0,1,1
7449,Galina Kukleva,29,2002,02/24/2002,0,0,1,1
7450,Gilles Marguet,34,2002,02/24/2002,0,0,1,1
7451,Viktor Maygurov,33,2002,02/24/2002,0,0,1,1
7452,Irina Nikulchina,27,2002,02/24/2002,0,0,1,1
7453,Wolfgang Perner,34,2002,02/24/2002,0,0,1,1
7454,Julien Robert,27,2002,02/24/2002,0,0,1,1
7455,Peter Sendel,29,2002,02/24/2002,0,1,0,1
7456,Ann Elen Skjelbreid,30,2002,02/24/2002,0,1,0,1
7457,Linda Tjørhom,22,2002,02/24/2002,0,1,0,1
7458,Julius Brink,30,2012,08/12/2012,1,0,0,1
7459,Alison Cerutti,27,2012,08/12/2012,0,1,0,1
7460,Emanuel,39,2012,08/12/2012,0,1,0,1
7461,Juliana,29,2012,08/12/2012,0,0,1,1
7462,Jen Kessy,34,2012,08/12/2012,0,1,0,1
7463,Larissa,30,2012,08/12/2012,0,0,1,1
7464,Misty May-Treanor,34,2012,08/12/2012,1,0,0,1
7465,Martin Plavin,27,2012,08/12/2012,0,0,1,1
7466,Jonas Reckermann,33,2012,08/12/2012,1,0,0,1
7467,April Ross,30,2012,08/12/2012,0,1,0,1
7468,Janis medin,24,2012,08/12/2012,0,0,1,1
7469,Kerri Walsh,33,2012,08/12/2012,1,0,0,1
7470,Phil Dalhausser,28,2008,08/24/2008,1,0,0,1
7471,Emanuel,35,2008,08/24/2008,0,0,1,1
7472,Fábio,29,2008,08/24/2008,0,1,0,1
7473,Márcio,34,2008,08/24/2008,0,1,0,1
7474,Misty May-Treanor,31,2008,08/24/2008,1,0,0,1
7475,Ricardo,33,2008,08/24/2008,0,0,1,1
7476,Todd Rogers,34,2008,08/24/2008,1,0,0,1
7477,Tian Jia,27,2008,08/24/2008,0,1,0,1
7478,Kerri Walsh,29,2008,08/24/2008,1,0,0,1
7479,Wang Jie,24,2008,08/24/2008,0,1,0,1
7480,Xue Chen,19,2008,08/24/2008,0,0,1,1
7481,Zhang Xi,23,2008,08/24/2008,0,0,1,1
7482,Adriana Behar,35,2004,08/29/2004,0,1,0,1
7483,Javier Bosma,34,2004,08/29/2004,0,1,0,1
7484,Emanuel,31,2004,08/29/2004,1,0,0,1
7485,Pablo Herrera,22,2004,08/29/2004,0,1,0,1
7486,Patrick Heuscher,27,2004,08/29/2004,0,0,1,1
7487,Stefan Kobel,30,2004,08/29/2004,0,0,1,1
7488,Misty May-Treanor,27,2004,08/29/2004,1,0,0,1
7489,Holly McPeak,35,2004,08/29/2004,0,0,1,1
7490,Ricardo,29,2004,08/29/2004,1,0,0,1
7491,Shelda,31,2004,08/29/2004,0,1,0,1
7492,Kerri Walsh,25,2004,08/29/2004,1,0,0,1
7493,Elaine Youngs,34,2004,08/29/2004,0,0,1,1
7494,Jörg Ahmann,34,2000,10/01/2000,0,0,1,1
7495,Adriana Behar,31,2000,10/01/2000,0,1,0,1
7496,Dain Blanton,28,2000,10/01/2000,1,0,0,1
7497,Natalie Cook,25,2000,10/01/2000,1,0,0,1
7498,Eric Fonoimoana,31,2000,10/01/2000,1,0,0,1
7499,Axel Hager,31,2000,10/01/2000,0,0,1,1
7500,Kerri-Ann Pottharst,35,2000,10/01/2000,1,0,0,1
7501,Ricardo,25,2000,10/01/2000,0,1,0,1
7502,Adriana Samuel,34,2000,10/01/2000,0,0,1,1
7503,Sandra,27,2000,10/01/2000,0,0,1,1
7504,Shelda,27,2000,10/01/2000,0,1,0,1
7505,Zé Marco,29,2000,10/01/2000,0,1,0,1
7506,Carmelo Anthony,28,2012,08/12/2012,1,0,0,1
7507,Semyon Antonov,23,2012,08/12/2012,0,0,1,1
7508,Seimone Augustus,28,2012,08/12/2012,1,0,0,1
7509,Suzy Batkovic,31,2012,08/12/2012,0,0,1,1
7510,Clémence Beikes,28,2012,08/12/2012,0,1,0,1
7511,Sue Bird,31,2012,08/12/2012,1,0,0,1
7512,Abby Bishop,23,2012,08/12/2012,0,0,1,1
7513,Kobe Bryant,33,2012,08/12/2012,1,0,0,1
7514,José Manuel Calderón,30,2012,08/12/2012,0,1,0,1
7515,Liz Cambage,20,2012,08/12/2012,0,0,1,1
7516,Swin Cash,32,2012,08/12/2012,1,0,0,1
7517,Tamika Catchings,33,2012,08/12/2012,1,0,0,1
7518,Tyson Chandler,29,2012,08/12/2012,1,0,0,1
7519,Tina Charles,23,2012,08/12/2012,1,0,0,1
7520,Víctor Claver,23,2012,08/12/2012,0,1,0,1
7521,Anthony Davis,19,2012,08/12/2012,1,0,0,1
7522,Jennifer Digbeu,25,2012,08/12/2012,0,1,0,1
7523,Céline Dumerc,30,2012,08/12/2012,0,1,0,1
7524,Kevin Durant,23,2012,08/12/2012,1,0,0,1
7525,Rudy Fernández,27,2012,08/12/2012,0,1,0,1
7526,Sylvia Fowles,26,2012,08/12/2012,1,0,0,1
7527,Vitaly Fridzon,26,2012,08/12/2012,0,0,1,1
7528,Marc Gasol,27,2012,08/12/2012,0,1,0,1
7529,Pau Gasol,32,2012,08/12/2012,0,1,0,1
7530,Elodie Godin,27,2012,08/12/2012,0,1,0,1
7531,Émilie Gomis,28,2012,08/12/2012,0,1,0,1
7532,Sandrine Gruda,25,2012,08/12/2012,0,1,0,1
7533,James Harden,22,2012,08/12/2012,1,0,0,1
7534,Kristi Harrower,37,2012,08/12/2012,0,0,1,1
7535,Serge Ibaka,22,2012,08/12/2012,0,1,0,1
7536,Andre Iguodala,28,2012,08/12/2012,1,0,0,1
7537,Lauren Jackson,31,2012,08/12/2012,0,0,1,1
7538,LeBron James,27,2012,08/12/2012,1,0,0,1
7539,Rachel Jarry,20,2012,08/12/2012,0,0,1,1
7540,Asjha Jones,31,2012,08/12/2012,1,0,0,1
7541,Sergey Karasyov,18,2012,08/12/2012,0,0,1,1
7542,Aleksandr Kaun,27,2012,08/12/2012,0,0,1,1
7543,Viktor Khryapa,29,2012,08/12/2012,0,0,1,1
7544,Dmitry Khvostov,22,2012,08/12/2012,0,0,1,1
7545,Andrey Kirilenko,31,2012,08/12/2012,0,0,1,1
7546,Marion Laborde,25,2012,08/12/2012,0,1,0,1
7547,Edwige Lawson-Wade,33,2012,08/12/2012,0,1,0,1
7548,Florence Lepron,27,2012,08/12/2012,0,1,0,1
7549,Sergio Llull,24,2012,08/12/2012,0,1,0,1
7550,Kevin Love,23,2012,08/12/2012,1,0,0,1
7551,Kathleen MacLeod,25,2012,08/12/2012,0,0,1,1
7552,Angel McCoughtry,25,2012,08/12/2012,1,0,0,1
7553,Endéné Miyem,24,2012,08/12/2012,0,1,0,1
7554,Sergey Monya,29,2012,08/12/2012,0,0,1,1
7555,Maya Moore,23,2012,08/12/2012,1,0,0,1
7556,Timofey Mozgov,26,2012,08/12/2012,0,0,1,1
7557,Juan Carlos Navarro,32,2012,08/12/2012,0,1,0,1
7558,Emmeline Ndongue,29,2012,08/12/2012,0,1,0,1
7559,Jenna O'Hea,25,2012,08/12/2012,0,0,1,1
7560,Candace Parker,26,2012,08/12/2012,1,0,0,1
7561,Chris Paul,27,2012,08/12/2012,1,0,0,1
7562,Anton Ponkrashov,26,2012,08/12/2012,0,0,1,1
7563,Felipe Reyes,32,2012,08/12/2012,0,1,0,1
7564,Samantha Richards,29,2012,08/12/2012,0,0,1,1
7565,Sergio Rodríguez,26,2012,08/12/2012,0,1,0,1
7566,Víctor Sada,28,2012,08/12/2012,0,1,0,1
7567,Fernando San Emeterio,28,2012,08/12/2012,0,1,0,1
7568,Jenni Screen,30,2012,08/12/2012,0,0,1,1
7569,Aleksey Shved,23,2012,08/12/2012,0,0,1,1
7570,Belinda Snell,31,2012,08/12/2012,0,0,1,1
7571,Laura Summerton-Hodges,28,2012,08/12/2012,0,0,1,1
7572,Diana Taurasi,30,2012,08/12/2012,1,0,0,1
7573,Yevgeny Voronov,26,2012,08/12/2012,0,0,1,1
7574,Russell Westbrook,23,2012,08/12/2012,1,0,0,1
7575,Lindsay Whalen,30,2012,08/12/2012,1,0,0,1
7576,Deron Williams,28,2012,08/12/2012,1,0,0,1
7577,Isabelle Yacoubou,26,2012,08/12/2012,0,1,0,1
7578,Svetlana Abrosimova,28,2008,08/24/2008,0,0,1,1
7579,Carmelo Anthony,24,2008,08/24/2008,1,0,0,1
7580,Seimone Augustus,24,2008,08/24/2008,1,0,0,1
7581,Suzy Batkovic,27,2008,08/24/2008,0,1,0,1
7582,Tully Bevilaqua,36,2008,08/24/2008,0,1,0,1
7583,Sue Bird,27,2008,08/24/2008,1,0,0,1
7584,Carlos Boozer,26,2008,08/24/2008,1,0,0,1
7585,Chris Bosh,24,2008,08/24/2008,1,0,0,1
7586,Kobe Bryant,29,2008,08/24/2008,1,0,0,1
7587,José Manuel Calderón,26,2008,08/24/2008,0,1,0,1
7588,Tamika Catchings,29,2008,08/24/2008,1,0,0,1
7589,Rohanee Cox,27,2008,08/24/2008,0,1,0,1
7590,Carlos Delfino,25,2008,08/24/2008,0,0,1,1
7591,Rudy Fernández,23,2008,08/24/2008,0,1,0,1
7592,Sylvia Fowles,22,2008,08/24/2008,1,0,0,1
7593,Jorge Garbajosa,30,2008,08/24/2008,0,1,0,1
7594,Marc Gasol,23,2008,08/24/2008,0,1,0,1
7595,Pau Gasol,28,2008,08/24/2008,0,1,0,1
7596,Manu Ginóbili,31,2008,08/24/2008,0,0,1,1
7597,Román González,30,2008,08/24/2008,0,0,1,1
7598,Hollie Grima,24,2008,08/24/2008,0,1,0,1
7599,Juan Pedro Gutiérrez,24,2008,08/24/2008,0,0,1,1
7600,Leonardo Gutiérrez,30,2008,08/24/2008,0,0,1,1
7601,Becky Hammon,31,2008,08/24/2008,0,0,1,1
7602,Kristi Harrower,33,2008,08/24/2008,0,1,0,1
7603,Dwight Howard,22,2008,08/24/2008,1,0,0,1
7604,Lauren Jackson,27,2008,08/24/2008,0,1,0,1
7605,LeBron James,23,2008,08/24/2008,1,0,0,1
7606,Carlos Jiménez,32,2008,08/24/2008,0,1,0,1
7607,Federico Kammerichs,28,2008,08/24/2008,0,0,1,1
7608,Marina Karpunina,24,2008,08/24/2008,0,0,1,1
7609,Jason Kidd,35,2008,08/24/2008,1,0,0,1
7610,Ilona Korstin,28,2008,08/24/2008,0,0,1,1
